,Tweets
4153,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4154,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4155,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4156,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4157,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
4158,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4159,"This @AndhraBoxOffice is just another Telugu supremacist page like most Telugus are. 

It's better to follow only non-Telugu pages for box office updates and verdict of #Brahmastra. These supremacists will keep crying and spreading fake news coz they can't digest its success 😂🤣 https://t.co/NDuwZHYM8Z"
4160,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4161,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4162,"RT @Hindutva_Swag: If you make a hero of a beef eater I will banish him..👇🏿🔥 #Video

I am Hindu... ✊ #JaiGoMata

🔃 Retweet if you are with…"
4163,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
4164,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4165,"RT @VijayIsMyLife: #PonniyinSelvan1 emerges as the highest grossing Indian film at the UK box office for the year 2022. 🔥

1. #PS1 - £1.17M…"
4166,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4167,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4168,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4169,"RT @Harmindarboxoff: I personally feel from the hints given in part 1 of #Brahmastra , that #RanbirKapoor will be Dev , he will undergo mas…"
4170,"RT @SRKMIDDLEFINGER: Best Cameo of 2022! 
No debate 🔥

#ShahRukhKhan𓀠 #Brahmastra https://t.co/2lwm5RGeuV"
4171,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4172,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4173,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4174,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4175,"@karannpatelll Why would we watch a remake. Atleast brahmastra did something new and set a new benchmark. What Vikram vedha did , the original budget was around 15cr what they did with 170 cr ."
4176,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4177,"RT @rohansheth17: So for any Indian film to be called great or a success, it has to do 200 crores in Telugu land. 😹
#Brahmastra"
4178,"@sus39057121 @SumitkadeI #Boycottgang is crying 😂😂 

Seeing success of #Brahmastra"
4179,"RT @rohansheth17: Telugu supremacists think entire world revolves around them. 🤣😭

According to this mahapurush, only Telugu audience will…"
4180,"RT @Srk_King_47: No Need To Worry Prabhas Fans
No One Take Boycott Bots Seriously 😭Like No One Did At The Time Of Brahmastra Release 😂

ADI…"
4181,Watch: Influencer’s Mimicry Of Alia Bhatts Dialogues From Brahmastra and Darlings Is Spot On https://t.co/5lcJVNX1eG
4182,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4183,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4184,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4185,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4186,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4187,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4188,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4189,"RT @box_oficeIndian: Highest grossing Bollywood movies year wise

2022 - #Brahmastra   
2021 - #Sooryavanshi
2020 - #Tanhaji
2019 - #War
20…"
4190,"RT @Srk_King_47: No Need To Worry Prabhas Fans
No One Take Boycott Bots Seriously 😭Like No One Did At The Time Of Brahmastra Release 😂

ADI…"
4191,"RT @aBunny_RK: The real tension begins here 
#Brahmastra https://t.co/I9zKUvaWZw"
4192,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4193,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4194,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
4195,"RT @SRKMIDDLEFINGER: Best Cameo of 2022! 
No debate 🔥

#ShahRukhKhan𓀠 #Brahmastra https://t.co/2lwm5RGeuV"
4196,RT @GaneshSyl: This one look better with #ArjithSingh 🥺❤️ #KesariyaDanceMix #Brahmastra #AliaBhatt #RanbirKapoor https://t.co/eUcJUPuFOS
4197,RT @AKTKbasics: A lot of people are still confused if Brahmastra was a hit or flop. A lot of filmy pandits have claimed that it was a block…
4198,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4199,RT @KRKBoxOffice: KRK says film #Brahmastra  is the biggest flop in the history of Bollywood. https://t.co/RwdXlIrFDl
4200,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4201,RT @niting171188: #brahmastraboxoffice #BrahmastraMovie #BoycottBramhastra Upcoming shows of of flop Brahmastra https://t.co/I88lQpTf92
4202,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
4203,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
4204,RT @MohammadHanfi3: @AndhraBoxOffice If #Brahmastra isn't a hit then what's your opinion about this movie please tell me if the budget of 2…
4205,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
4206,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4207,RT @GaneshSyl: This one look better with #ArjithSingh 🥺❤️ #KesariyaDanceMix #Brahmastra #AliaBhatt #RanbirKapoor https://t.co/eUcJUPuFOS
4208,RT @PrathyushaCFA18: I gave up on most mainstream cinema long ago. Haven't watched #Brahmastra #Liger or any other box office blockbuster.…
4209,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4210,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4211,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4212,RT @sekartweets: #PonniyinSelvan surpassed #KGF2 and all other Indian biggies to become #1 film in the UK (Tamil version is the major contr…
4213,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4214,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4215,"RT @box_oficeIndian: Highest grossing Bollywood movies year wise

2022 - #Brahmastra   
2021 - #Sooryavanshi
2020 - #Tanhaji
2019 - #War
20…"
4216,"@GemsOfBollywood Bro tell me one movie you liked 
He hated brahmastra
You hated adipurush trailer
You hated hindutva movie
One movie you like ? Atleast kashmir files?"
4217,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4218,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4219,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
4220,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4221,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4222,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4223,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4224,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4225,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4226,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4227,RT @ndtvfeed: Watch: Woman Mimics Alia Bhatt's Dialogues From Brahmastra and Darlings https://t.co/Gx5rtCTrma https://t.co/5ku9wSIfxn
4228,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4229,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
4230,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4231,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4232,"RT @BOWorldwide: A Look Test From Brahmastra For All Ranbir Kapoor Fans, Mother Neetu Kapoor Shared On Instagram!
#RanbirKapoor #Brahmastra…"
4233,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4234,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4235,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4236,"Answer the question below. Enhance, refine, and accelerate your learning with ""UPSC Practice"".

🪔 Get the ""UPSC Practice"" Mobile App https://t.co/4TB0E34t6a Gaa
#Maths #Arithmetic

🇮🇳 https://t.co/9vLIhL5l7d #Brahmastra #Queen #Elizabeth #ViratKohli

https://t.co/0e7WgtlvJa https://t.co/iha8uHC1Cq"
4237,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4238,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
4239,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4240,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4241,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4242,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4243,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4244,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4245,@kamaalrkhan @karanjohar Are You Feared To Show Brahmastra Real Collections 👀
4246,@NerdyNews07 now waiting for part 2 #Brahmastra
4247,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4248,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4249,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
